Extraction Date:,5/30/2018,,,,,,,,,,,,,,,,,,,,,,
Updated:,,,,,,,,,,,,,,,,,,,,,,,
Revised:,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
School Year,State,Exit Code,Disability,Age 14,Age 15,Age 16,Age 17,Age 18,Age 19,Age 20,Age 21,Age 14 to 21 total,Hispanic/Latino,American Indian or Alaska Native,Asian,Black or African American,Native Hawaiian or Other Pacific Islander,White,Two or more races,Male,Female,Limited English proficiency,Non-limited English proficiency
2016-2017,Alaska,Received a certificate,Multiple disabilities,0,0,0,6,3,3,1,3,16,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting school,Multiple disabilities,3,3,1,14,5,8,3,4,41,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting special education,Multiple disabilities,7,8,4,16,5,11,3,4,58,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Transferred to regular education,Multiple disabilities,0,1,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Died,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Dropped out,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,0,0,0,1,2,1,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Graduated with regular high school diploma,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,"Moved, known to be continuing",Orthopedic impairment,0,0,0,1,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Received a certificate,Orthopedic impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting school,Orthopedic impairment,0,0,0,1,2,1,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting special education,Orthopedic impairment,0,0,0,2,2,1,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Transferred to regular education,Orthopedic impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Died,Other health impairment,0,1,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Dropped out,Other health impairment,4,10,10,18,7,7,3,0,59,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Graduated with a regular high school diploma and received a certificate,Other health impairment,0,0,1,77,46,13,4,9,150,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Graduated with regular high school diploma,Other health impairment,0,0,0,76,45,13,2,6,142,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,"Moved, known to be continuing",Other health impairment,20,20,18,15,3,1,0,0,77,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Reached maximum age,Other health impairment,-,-,-,-,-,-,0,1,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Received a certificate,Other health impairment,0,0,1,1,1,0,2,3,8,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting school,Other health impairment,4,11,11,95,53,20,7,10,211,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting special education,Other health impairment,28,37,37,119,61,21,7,10,320,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Transferred to regular education,Other health impairment,4,6,8,9,5,0,0,0,32,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Died,Specific learning disability,0,1,0,0,0,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Dropped out,Specific learning disability,8,29,46,35,22,13,10,2,165,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Graduated with a regular high school diploma and received a certificate,Specific learning disability,0,0,2,276,156,31,9,5,479,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Graduated with regular high school diploma,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,"Moved, known to be continuing",Specific learning disability,36,37,43,29,12,4,0,0,161,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Reached maximum age,Specific learning disability,-,-,-,-,-,-,0,2,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Received a certificate,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting school,Specific learning disability,8,30,48,311,178,44,19,9,647,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting special education,Specific learning disability,74,102,116,377,211,50,20,10,960,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Transferred to regular education,Specific learning disability,30,35,25,37,21,2,1,1,152,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Died,Speech or language impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Dropped out,Speech or language impairment,1,1,2,0,0,0,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,0,0,0,2,3,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Graduated with regular high school diploma,Speech or language impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,"Moved, known to be continuing",Speech or language impairment,3,0,3,0,0,0,0,0,6,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Received a certificate,Speech or language impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting school,Speech or language impairment,1,1,2,2,3,0,0,0,9,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting special education,Speech or language impairment,12,2,6,6,4,1,0,0,31,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Transferred to regular education,Speech or language impairment,8,1,1,4,1,1,0,0,16,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Died,Traumatic brain injury,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Dropped out,Traumatic brain injury,0,0,0,0,0,1,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,0,0,0,1,0,1,1,0,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Graduated with regular high school diploma,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,"Moved, known to be continuing",Traumatic brain injury,1,0,0,0,0,0,1,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Received a certificate,Traumatic brain injury,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting school,Traumatic brain injury,0,0,0,1,0,2,1,0,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting special education,Traumatic brain injury,1,0,0,1,0,2,2,0,6,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Transferred to regular education,Traumatic brain injury,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Died,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Dropped out,Visual impairment,0,0,0,0,1,0,0,0,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Graduated with a regular high school diploma and received a certificate,Visual impairment,0,0,1,3,0,0,0,0,4,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Graduated with regular high school diploma,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,"Moved, known to be continuing",Visual impairment,1,1,0,0,0,0,0,0,2,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Reached maximum age,Visual impairment,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Received a certificate,Visual impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting school,Visual impairment,0,0,1,3,1,0,0,0,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Total exiting special education,Visual impairment,1,1,1,3,1,0,0,0,7,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Alaska,Transferred to regular education,Visual impairment,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Died,All Disabilities,x,x,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017,American Samoa,Dropped out,All Disabilities,x,x,0,0,0,0,x,x,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,All Disabilities,x,x,0,0,21,6,x,x,30,0,0,0,0,30,0,0,23,7,30,0
2016-2017,American Samoa,Graduated with regular high school diploma,All Disabilities,x,x,x,x,x,x,x,x,x,0,0,0,0,28,0,0,21,7,28,0
2016-2017,American Samoa,"Moved, known to be continuing",All Disabilities,x,x,3,0,2,0,x,x,5,0,0,0,0,5,0,0,4,1,5,0
2016-2017,American Samoa,Reached maximum age,All Disabilities,-,-,-,-,-,-,-,x,0,0,0,0,0,0,0,0,0,0,0,0
2016-2017,American Samoa,Received a certificate,All Disabilities,x,x,x,x,x,x,x,x,x,0,0,0,0,2,0,0,2,0,2,0
2016-2017,American Samoa,Total exiting school,All Disabilities,x,x,0,0,21,6,x,x,30,0,0,0,0,30,0,0,23,7,30,0
2016-2017,American Samoa,Total exiting special education,All Disabilities,x,x,8,3,23,6,x,x,47,0,0,0,0,47,0,0,37,10,47,0
2016-2017,American Samoa,Transferred to regular education,All Disabilities,x,x,5,3,0,0,x,x,12,0,0,0,0,12,0,0,10,2,12,0
2016-2017,American Samoa,Died,Autism,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Dropped out,Autism,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,Autism,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with regular high school diploma,Autism,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,"Moved, known to be continuing",Autism,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Reached maximum age,Autism,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Received a certificate,Autism,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting school,Autism,x,x,0,0,1,0,x,x,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting special education,Autism,x,x,0,0,1,0,x,x,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Transferred to regular education,Autism,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Died,Deaf-blindness,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Dropped out,Deaf-blindness,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,Deaf-blindness,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with regular high school diploma,Deaf-blindness,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,"Moved, known to be continuing",Deaf-blindness,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Reached maximum age,Deaf-blindness,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Received a certificate,Deaf-blindness,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting school,Deaf-blindness,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting special education,Deaf-blindness,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Transferred to regular education,Deaf-blindness,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Died,Emotional disturbance,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Dropped out,Emotional disturbance,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,Emotional disturbance,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with regular high school diploma,Emotional disturbance,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,"Moved, known to be continuing",Emotional disturbance,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Reached maximum age,Emotional disturbance,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Received a certificate,Emotional disturbance,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting school,Emotional disturbance,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting special education,Emotional disturbance,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Transferred to regular education,Emotional disturbance,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Died,Hearing impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Dropped out,Hearing impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,Hearing impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with regular high school diploma,Hearing impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,"Moved, known to be continuing",Hearing impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Reached maximum age,Hearing impairment,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Received a certificate,Hearing impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting school,Hearing impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting special education,Hearing impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Transferred to regular education,Hearing impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Died,Intellectual disability,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Dropped out,Intellectual disability,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,Intellectual disability,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with regular high school diploma,Intellectual disability,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,"Moved, known to be continuing",Intellectual disability,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Reached maximum age,Intellectual disability,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Received a certificate,Intellectual disability,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting school,Intellectual disability,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting special education,Intellectual disability,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Transferred to regular education,Intellectual disability,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Died,Multiple disabilities,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Dropped out,Multiple disabilities,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,Multiple disabilities,x,x,0,0,2,1,x,x,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with regular high school diploma,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,"Moved, known to be continuing",Multiple disabilities,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Reached maximum age,Multiple disabilities,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Received a certificate,Multiple disabilities,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting school,Multiple disabilities,x,x,0,0,2,1,x,x,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting special education,Multiple disabilities,x,x,0,0,2,1,x,x,3,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Transferred to regular education,Multiple disabilities,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Died,Orthopedic impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Dropped out,Orthopedic impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,Orthopedic impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with regular high school diploma,Orthopedic impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,"Moved, known to be continuing",Orthopedic impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Reached maximum age,Orthopedic impairment,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Received a certificate,Orthopedic impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting school,Orthopedic impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting special education,Orthopedic impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Transferred to regular education,Orthopedic impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Died,Other health impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Dropped out,Other health impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,Other health impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with regular high school diploma,Other health impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,"Moved, known to be continuing",Other health impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Reached maximum age,Other health impairment,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Received a certificate,Other health impairment,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting school,Other health impairment,x,x,0,0,0,1,x,x,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting special education,Other health impairment,x,x,0,0,0,1,x,x,1,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Transferred to regular education,Other health impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Died,Specific learning disability,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Dropped out,Specific learning disability,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,Specific learning disability,x,x,0,0,18,4,x,x,25,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with regular high school diploma,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,"Moved, known to be continuing",Specific learning disability,x,x,3,0,2,0,x,x,5,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Reached maximum age,Specific learning disability,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Received a certificate,Specific learning disability,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting school,Specific learning disability,x,x,0,0,18,4,x,x,25,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting special education,Specific learning disability,x,x,8,3,20,4,x,x,42,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Transferred to regular education,Specific learning disability,x,x,5,3,0,0,x,x,12,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Died,Speech or language impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Dropped out,Speech or language impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,Speech or language impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with regular high school diploma,Speech or language impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,"Moved, known to be continuing",Speech or language impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Reached maximum age,Speech or language impairment,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Received a certificate,Speech or language impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting school,Speech or language impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting special education,Speech or language impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Transferred to regular education,Speech or language impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Died,Traumatic brain injury,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Dropped out,Traumatic brain injury,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,Traumatic brain injury,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with regular high school diploma,Traumatic brain injury,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,"Moved, known to be continuing",Traumatic brain injury,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Reached maximum age,Traumatic brain injury,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Received a certificate,Traumatic brain injury,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting school,Traumatic brain injury,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting special education,Traumatic brain injury,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Transferred to regular education,Traumatic brain injury,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Died,Visual impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Dropped out,Visual impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with a regular high school diploma and received a certificate,Visual impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Graduated with regular high school diploma,Visual impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,"Moved, known to be continuing",Visual impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Reached maximum age,Visual impairment,-,-,-,-,-,-,-,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Received a certificate,Visual impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting school,Visual impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Total exiting special education,Visual impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,American Samoa,Transferred to regular education,Visual impairment,x,x,0,0,0,0,x,x,0,-,-,-,-,-,-,-,-,-,-,-
2016-2017,Arizona,Died,All Disabilities,4,2,3,5,0,3,3,0,20,4,3,0,1,0,12,0,17,3,1,19
2016-2017,Arizona,Dropped out,All Disabilities,163,300,395,454,287,116,37,21,1773,788,213,9,139,4,577,43,1265,508,43,1730
2016-2017,Arizona,Graduated with a regular high school diploma and received a certificate,All Disabilities,0,0,54,3191,1834,373,141,156,5749,2514,369,64,439,10,2224,129,3674,2075,60,5689
